age,no_of_respondents
90,417500
93,418000
94,418888
94,420000
96,420000
93,421000
92,422000
94,425000
94,428000
95,428888
93,430000
95,430000
94,430000
96,430000
94,430000
94,432000
94,435000
95,438000
95,440000
92,440000
95,450000
90,450000
90,480000
90,480000
90,480000
90,485000
92,488000
93,510000
90,515000
90,520000
90,535000
90,535000
90,550000
90,550000
110,380000
110,381000
110,400000
110,400000
110,400888
110,400888
110,405000
111,408000
110,410000
110,412000
112,415000
110,416000
110,418000
110,418000
121,419888
110,420000
110,420000
110,425000
110,426000
110,430000
115,438000
110,439000
114,440000
110,445000
110,445000
120,445000
110,447000
116,453000
110,458000
110,458000
116,460000
110,462000
110,463000
110,465000
110,465000
110,465000
112,468000
114,469150
122,470000
114,470000
110,476000
110,480000
115,482000
110,485000
110,490000
111,500000
110,505000
123,506800
110,515000
114,518000
110,518800
121,520000
115,525000
115,539000
115,540000
112,468000
114,469150
128,455000
130,468000
127,500000
131,510000
129,530000
135,535000
130,535000
125,545000
125,545000
130,550000
142,575000
131,598888
130,468000
67,290000
67,315000
70,333000
64,345000
67,355000
73,360000
64,365000
64,372000
83,313000
83,325000
103,360000
84,360000
104,360000
91,365000
103,385000
107,420000
106,420000
96,433888
102,440000
83,445000
99,465000
96,475000
96,480000
84,515000
103,618000
120,515000
122,518000
132,662500
122,685000
121,750000
121,768000
147,647000
140,938000
74,288000
60,290000
69,295000
74,314000
68,314000
64,315000
74,318000
67,318000
67,325000
74,325000
74,328000
73,330000
74,332000
74,335000
74,337000
74,337000
74,340000
74,340000
74,340000
73,340500
74,350000
79,355000
74,360000
70,365000
73,370000
74,377000
84,370000
109,375000
84,380000
104,395000
89,398000
100,403888
91,410000
106,410000
103,410000
104,410000
104,410000
103,410888
104,415000
84,415000
103,415000
104,418000
105,428000
105,430000
103,430000
106,433000
105,440000
103,440000
103,442000
106,443000
103,450000
106,450000
103,453000
104,455000
104,455000
104,455500
104,460000
104,460000
105,465000
115,465000
104,475000
103,485000
104,485000
103,490000
104,500000
91,500000
104,505000
101,505000
91,520000
105,521000
104,533000
94,570000
94,588000
92,595168
126,440000
127,440000
125,450000
121,478000
132,480000
127,498000
123,501888
128,508000
138,513000
123,520000
122,520000
124,520000
122,528000
122,530000
125,531000
124,535000
122,535000
119,550000
124,559000
122,560000
122,560000
122,562000
122,563000
133,568000
120,575000
128,575000
127,575000
122,578000
122,590000
122,600000
134,600000
123,600000
136,600000
124,609888
114,640000
128,650000
108,660000
124,678000
109,704000
113,725000
111,725000
110,740000
107,755000
147,540000
149,545000
146,600000
144,610000
141,625000
146,639999
148,643000
142,670000
147,680000
140,680000
146,686000
146,715000
149,715000
150,780000
41,205000
42,210000
43,218000
67,250000
66,256000
66,260000
65,261000
58,261000
67,270000
67,280000
63,280000
67,282500
65,285000
65,290000
65,290000
67,298000
67,300000
68,305000
67,308000
67,310000
68,316800
67,318000
65,318000
67,318000
67,323000
68,325000
78,330800
65,332000
66,333000
64,347000
76,355000
75,358000
74,425000
82,350000
82,353000
82,370000
87,417000
87,430000
103,455000
84,468000
83,480000
85,530000
104,542000
111,553000
103,570000
103,575000
104,580000
104,596000
85,610000
76,665000
91,685000
86,706000
100,740000
91,788000
84,468000
119,572888
123,610000
122,616000
124,623000
110,810000
113,840000
156,840000
158,900000
146,850000
65,245000
60,247500
65,250000
74,258000
67,260000
65,262000
67,263000
68,265000
65,270000
73,270000
68,275000
81,276000
68,277000
68,280000
73,293000
67,297000
67,310000
73,330000
83,342000
93,273500
88,275000
88,281888
92,295000
91,300000
91,305000
97,307000
92,310000
84,310000
98,310888
93,312500
92,315000
99,315000
98,316000
90,318000
90,318000
86,318000
91,318000
102,320000
103,320000
101,320000
104,320000
85,321000
103,325000
91,325000
84,325000
96,328000
90,328000
97,330000
91,330000
86,331000
91,332000
84,332000
91,335000
103,335000
104,338000
102,340000
103,340000
115,340000
91,340000
93,345000
106,345000
98,345000
91,348000
105,350000
101,350000
101,350000
90,350000
100,350000
106,350000
91,352000
102,352000
101,358000
90,358000
85,358000
101,360000
104,360888
101,361000
97,365000
100,365000
93,366000
101,368000
90,369000
91,375000
102,375000
102,375000
105,378000
100,382000
94,383000
93,396000
106,408000
95,410000
95,435000
110,335888
111,360000
124,365000
122,368000
122,370000
111,380000
121,380000
110,380000
111,385000
121,385000
122,390000
121,390000
110,392000
120,395000
122,398000
121,399000
120,400000
118,400000
122,400000
122,405000
125,405000
121,405000
114,405000
110,405000
130,410000
120,415000
110,415000
110,418000
121,418000
122,420000
110,420000
121,420000
122,425000
120,428000
110,433000
122,435000
115,435000
120,441888
123,450000
129,450000
125,462000
121,470000
125,485000
123,487500
124,490000
126,494000
123,520000
131,475000
140,497000
131,502000
146,518888
142,548000
141,550000
144,565000
145,570000
145,575000
142,575000
163,600000
177,700000
184,715000
177,720000
189,765000
48,255000
64,245000
67,250000
65,250000
67,255000
64,257000
68,260000
64,260000
74,260000
67,260000
64,262000
64,262000
68,265000
68,265000
64,265000
73,265000
60,266000
67,268000
67,270000
67,270000
67,272000
67,275000
72,276500
67,280000
67,280000
68,283000
74,283000
73,283000
74,285888
67,290000
74,290000
82,292000
67,293000
74,298000
67,300000
74,300000
68,305000
80,308000
73,308000
67,310000
67,315000
67,315000
74,315888
82,318000
74,320000
67,330000
67,330000
84,270000
84,285000
84,290000
84,298000
84,298000
84,300000
84,300000
84,300000
84,302000
85,305000
85,305000
84,308000
84,308000
83,310000
91,310000
84,312000
84,318000
85,320000
84,320000
83,320000
104,322500
84,325000
89,330000
84,330000
84,330000
84,335000
108,338000
84,338000
84,338000
84,340000
84,340000
108,345000
104,345000
104,355000
104,356000
91,358000
104,359000
104,360000
93,362000
93,365000
104,368688
91,370000
104,370000
91,375000
93,375000
99,375000
104,380000
105,380000
92,380000
103,380000
93,380000
96,382000
104,383000
104,385000
104,385000
104,385000
93,385000
93,385000
91,388000
93,390000
92,398000
92,398000
104,400000
92,403000
91,410000
105,410000
91,411888
104,415000
104,420000
93,430000
96,443000
104,450000
125,420000
122,421000
121,435000
131,445000
121,455000
122,470000
121,475000
122,475000
122,477500
121,480000
122,480000
122,500000
123,500000
122,538000
146,518000
146,540000
146,590000
159,631000
45,233000
44,250000
67,235000
68,260000
68,260000
67,265000
67,268000
67,270000
68,275000
67,275000
67,276888
68,279000
68,280000
68,280000
73,285000
73,289000
67,290000
67,293000
68,295000
68,298000
68,300000
73,300000
68,300000
68,305000
67,308000
68,309000
67,310000
68,316000
67,316888
68,320000
73,325000
81,325000
83,330000
69,330000
68,333000
75,338000
73,340000
73,342000
67,345000
74,348000
82,350000
73,358000
73,360000
73,362000
81,362000
73,365000
73,368000
82,370000
73,370000
73,383000
92,388000
91,397000
92,423000
92,430000
97,430000
92,435000
92,440000
91,443888
92,458000
92,468000
92,470000
100,470088
92,478000
98,488000
100,515000
98,520000
92,523800
95,543000
92,560000
90,570888
90,625000
94,630000
90,688000
92,468000
92,470000
125,530000
121,570000
119,612888
121,615000
138,628000
110,628000
127,636000
127,648000
119,653000
127,660000
110,675000
110,690000
110,735000
110,780000
111,788000
110,800000
110,800000
112,823888
111,830000
112,850000
117,860000
120,912000
149,750000
163,850000
45,226000
63,272000
67,275000
68,275000
67,280000
68,280000
65,280000
64,288000
67,290000
67,290000
67,290000
68,294000
67,300000
68,300000
68,300000
59,300888
67,303000
67,310000
67,310000
65,310000
65,310000
68,313000
67,315000
67,315888
82,325000
73,328000
67,345000
73,350000
67,350000
82,360000
68,370000
69,442000
69,505000
84,350000
82,358000
82,365000
84,378000
91,385000
92,389000
92,390000
92,390000
82,390000
84,394000
88,395000
92,400000
93,407000
92,408000
95,415000
92,418000
98,418000
89,420000
92,430000
103,430000
106,495000
107,556000
92,580000
92,580000
121,438000
122,455000
121,457000
122,480000
122,508000
117,560000
126,585000
127,590000
124,605000
120,609000
117,619000
115,660000
118,660000
115,728000
149,660000
143,686888
143,700000
141,740000
64,315000
64,375000
64,405000
64,417000
67,420000
67,433000
88,460000
84,468000
84,490000
84,523000
84,526500
101,528000
105,540000
108,560000
107,560000
103,568000
103,568000
84,570000
103,570000
104,580000
88,590000
107,590000
100,640000
104,648888
106,723000
95,835000
84,468000
123,664800
121,695000
122,710000
121,710000
121,718000
121,720000
120,720000
131,740000
121,748000
121,770000
121,780000
134,808000
121,810000
139,810000
121,825000
126,873000
121,885000
120,1000000
120,1028888
146,755000
153,830000
143,895000
146,915000
146,930000
146,948000
153,1010000
67,242000
60,250000
64,256000
60,258000
64,258000
73,260000
73,265000
60,266000
73,270000
73,270000
73,270000
69,270000
64,270000
67,270000
64,271000
73,275000
73,275000
73,277000
73,280000
67,280000
67,285000
67,298500
67,300000
73,305000
73,306000
84,315000
84,330000
84,330000
84,338000
103,350000
89,360000
83,365000
89,370000
101,380000
90,380000
84,385000
91,395000
103,395000
104,395000
103,400000
100,402000
102,405000
92,415888
103,420000
104,425000
101,428000
103,430000
101,431000
103,443000
86,449888
120,460000
102,520000
126,445000
121,475000
121,518888
118,535000
118,560000
121,585000
110,652888
146,550000
146,566000
150,608000
146,632000
148,700000
165,880000
44,244800
43,265000
73,280000
59,300000
60,308000
65,308888
65,315000
69,335000
67,335000
67,340000
67,342000
67,350000
72,360000
59,375000
73,405000
69,470000
60,480000
62,543000
67,570000
69,590000
69,470000
82,424888
80,488000
84,490000
84,512000
93,525000
98,540888
104,542888
100,570000
91,570000
104,582000
100,610000
100,628000
100,680000
95,688000
94,700000
90,708000
92,723000
90,726000
90,730000
100,735000
95,750000
85,755000
100,760000
88,770000
101,776000
94,778888
94,785000
100,805000
114,508000
130,610000
117,618000
115,645000
117,690000
125,700000
134,710000
110,710000
124,730000
110,745000
137,748000
138,795000
110,800000
120,820000
110,860000
110,865000
113,880000
73,266000
73,270000
73,282000
73,282000
73,283000
73,297000
73,305000
84,295000
84,299000
84,305888
104,310000
101,325000
107,328000
102,333000
83,340000
104,340000
102,342500
107,347000
100,350888
104,358000
104,360000
100,363000
85,365000
91,380000
90,414000
100,415000
93,415000
93,420000
90,425000
93,427000
101,430000
93,445200
93,455000
111,390000
110,395000
120,423000
122,435000
110,483000
122,540000
110,598000
130,460000
130,475000
142,505000
146,560000
145,588000
146,630000
130,770000
74,460000
104,680000
122,813000
122,813000
146,882000
72,378000
65,400000
67,440000
59,465000
77,510000
109,635000
82,640000
93,840000
95,880000
96,962500
94,978000
138,710000
105,1000000
107,1080000
73,280000
67,300000
68,313000
91,303000
103,311500
101,315000
103,321000
104,325000
103,325000
91,325000
90,328000
104,330000
106,330000
92,330000
101,333000
101,333000
85,333800
104,335000
103,338000
112,340000
105,340000
106,340000
101,340000
101,340000
103,340000
85,340000
104,348000
104,350000
90,350000
103,353000
92,355000
104,356800
106,360000
106,360000
92,378000
104,381000
104,385000
110,395000
92,400000
92,400000
92,405000
103,405000
92,408000
100,440000
106,450000
121,340000
110,345000
110,350000
110,350000
110,351888
110,360000
110,370000
121,375000
110,380000
122,385000
120,385000
110,388000
116,395000
121,398000
124,405000
110,408000
110,410000
124,413000
120,430000
122,433000
124,438000
124,440000
124,450000
124,453000
123,460000
127,510000
127,545000
144,460000
125,470000
147,485000
146,511888
152,525000
152,540000
146,558000
145,570000
67,280000
68,285000
68,290000
67,315000
67,330000
67,335000
67,355000
